requirementId,sourceDocument,sourceLocation,sourceType,module,navigationFamily,canonicalRoute,sectionDeepLink,screenWorkspace,capability,businessPurpose,visibleControlAction,workflowStateTransition,dataEntityFields,rolePermission,clinicTenantScope,sourceSystemOwner,privacySensitivityClass,crossModuleContracts,currentProductionCodePath,currentServicePath,currentEvidence,uiImplementationStatus,domainImplementationStatus,crossModuleIntegrationStatus,evidenceAcceptanceStatus,productionStatus,prototypeDisposition,dispositionReason,targetProgrammeWave,acceptanceTestEvidencePath,finalDesignReferenceOrPattern
brdtab_26b51e3b3c82,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,"/communications?section=Reports — Campaign performance, delivery and compliance.","Reports — Campaign performance, delivery and compliance.","Tab: Reports — Campaign performance, delivery and compliance.","Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.","Reports — Campaign performance, delivery and compliance.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdtab_eda3a46749a4,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,"/communications?section=Emergency Communications — Approved urgent templates, rapid approval, linked updates, all-clear and failure escalation.","Emergency Communications — Approved urgent templates, rapid approval, linked updates, all-clear and failure escalation.","Tab: Emergency Communications — Approved urgent templates, rapid approval, linked updates, all-clear and failure escalation.","Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.","Emergency Communications — Approved urgent templates, rapid approval, linked updates, all-clear and failure escalation.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_524f4e3b25e8,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Create Email Campaign,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Create Email Campaign,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_80792c62cfbc,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Create SMS Campaign,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Create SMS Campaign,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_24830181eef9,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Choose Template,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Choose Template,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_3561b788e58d,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Select Audience,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Select Audience,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_0f4d19ac8ec4,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Add Exclusions,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Add Exclusions,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_660ab6f58f46,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Preview,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Preview,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_d2c93ac7ac90,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Send Test,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Send Test,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_48fbf353bbf6,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Submit for Approval,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Submit for Approval,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_32858b23b414,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Schedule,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Schedule,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_19f05f80010b,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Send Now,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Send Now,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_b9c77d9f3c5f,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Pause / Cancel,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Pause / Cancel,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_60216d734b12,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Retry Failed,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Retry Failed,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_12b503fbd968,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Record Response,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Record Response,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_e6cdfd13b0c6,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Export Results,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Export Results,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_b65bd77d598e,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Cancel Scheduled Campaign,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Cancel Scheduled Campaign,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_dee4f489d2cc,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Pause Send,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Pause Send,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_b0e7d74759c6,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Send Emergency Update,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Send Emergency Update,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdbtn_b6c31946475e,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Named action: Send All Clear,"Plan, approve, send and monitor operational and marketing email/SMS communications using approved templates, audience controls, consent/suppression rules and delivery reporting.",Send All Clear,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdflow_02df55c9824b,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Workflow: Create and send a campaign,Create and send a campaign,,"User clicks Create Email Campaign or Create SMS Campaign. > The stepper captures purpose, clinic/brand, approved audienc > User selects a template, edits permitted content and preview > User sends a test and resolves validation warnings. > User submits for approval; approver reviews exact content, a > After approval, the campaign is scheduled or sent and delive",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Core,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdflow_4432571b97c9,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Workflow: Handle failed deliveries,Handle failed deliveries,,"User opens Delivery and filters to Failed. > The page groups failures by invalid address/number, temporar > User selects eligible temporary failures and clicks Retry Fa > Permanent failures are marked for source-data correction and > The campaign report shows original and retry outcomes withou",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Core,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdflow_bd49c0a871e2,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Workflow: Update suppression,Update suppression,,Authorised user opens Consent & Suppression and searches the > User records the approved preference or opt-out source and e > The interface confirms which channels are suppressed. > Future campaign audience previews automatically exclude the  > Any authorised reversal requires reason and evidence.,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Core,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdflow_99d32e41de04,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M17,Communications,/communications,,Email & SMS Communications,Workflow: Emergency Communication and Campaign Cancellation,Emergency Communication and Campaign Cancellation,,"Authorised user selects an approved emergency template and l > Audience, clinic scope, exclusions and communication channel > Urgent approval is completed according to severity rules. > Message is sent and delivery failures are prioritised for re > Further updates and the all-clear remain linked to the origi > For a scheduled normal campaign, user may cancel before send > If content or audience changes after approval, the approval  > If a send can be paused, successful recipients are not sent ",,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Expanded,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdrule_bf1cea416c1b,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Business rule,Only approved templates and authorised users can send campaigns.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P7,docs/architecture/prototype-parity/,
brdrule_6c19d4d1ad06,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Business rule,"Audience counts must exclude suppressed, invalid and duplicate recipients before approval.",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P7,docs/architecture/prototype-parity/,
brdrule_d9a98b4e3999,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Business rule,Campaign approval is tied to the exact content and audience version.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P7,docs/architecture/prototype-parity/,
brdrule_95986813d512,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Business rule,Opt-out and communication preferences are respected in all future sends.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P7,docs/architecture/prototype-parity/,
brdrule_fdcfa97b2413,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Business rule,Sensitive clinical or payment information must not be sent through general campaigns.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P7,docs/architecture/prototype-parity/,
brdrule_96200df7452b,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Business rule,Failed delivery creates a review/retry action without duplicating successful sends.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD business rule,P7,docs/architecture/prototype-parity/,
brdvis_715d282b6a57,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Visual requirement,Campaign builder stepper: Purpose → Audience → Content → Review → Approval → Schedule.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdvis_04bd78526b23,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Visual requirement,Desktop/mobile email preview and SMS character/segment indicator.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdvis_933205414507,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Visual requirement,"Audience summary showing source, included, excluded, duplicates and consent suppression.",,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdvis_a44f34b31866,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Visual requirement,Approval comparison showing changes since prior version.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdvis_90b7a5b211f8,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Visual requirement,Delivery dashboard with failure reason and retry action.,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD visual requirement; final PNG prevails where image exists,P7,docs/architecture/prototype-parity/,M02 queue + delivery status
brdout_269d0e7e8684,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Email and SMS campaign register,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdout_d018af3eccef,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Approval history,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdout_7ee8f612672a,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Audience inclusion/exclusion summary,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdout_c739465e6f31,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Delivery and failure report,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdout_c339340d7930,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Suppression/consent report,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdout_c3412803cf32,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Template usage report,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdout_8a3aba94b94c,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Measure: campaigns sent with approval,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdout_cc1a3f4c1c61,public/pulse-html-prototype.html,,brd,M17,Communications,/communications,,,Output/measure,Measure: unresolved permanent delivery errors,,,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD output/measure,P7,docs/architecture/prototype-parity/,
brdmod_65c6245d4efa,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,,Digital Operations & Security,BRD module M18: Digital Operations & Security,"Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.",,,,"IT / Security, Owners, Operations Managers, Approved Support Users, Auditors",clinic-scoped-unless-stated,"Digital monitoring, privileged access, secrets, security operations",operational,,src/modules/m18-*/ + module-register,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,Landing-level digital ops/security,P7,docs/architecture/prototype-parity/,M06 live-operations
brdtab_f80e0d304756,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,"/digital-ops?section=Website Monitoring — Availability, response time, outages and recovery.","Website Monitoring — Availability, response time, outages and recovery.","Tab: Website Monitoring — Availability, response time, outages and recovery.","Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.","Website Monitoring — Availability, response time, outages and recovery.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
brdtab_d1ebfbf005fe,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M18,Digital,/digital-ops,"/digital-ops?section=SSL / Domain — Expiry, ownership and renewal actions.","SSL / Domain — Expiry, ownership and renewal actions.","Tab: SSL / Domain — Expiry, ownership and renewal actions.","Monitor clinic websites and digital services, control remote-support access, govern password/secret ownership and rotation, manage security-camera access requests and review device/connector health.","SSL / Domain — Expiry, ownership and renewal actions.",,,,clinic-scoped-unless-stated,,operational,,,,,PROTOTYPE-ONLY,NOT-STARTED,NOT-STARTED,NOT-STARTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P7,docs/architecture/prototype-parity/,M06 live-operations
